SKU,ISBN,Format,Author,Publisher,PublicationDate,Title,Pages,Edition,DimsHeight,DimsWidth,DimsLength,DimsWeight,Language,ItemDescription,Binding,Condition,Price,Quantity,ImageUrl,category,subcategory
642656,9781853261862,Paperback,"Rex Collings","Wordsworth Editions Ltd",3/4/1996 12:00:00 AM,"Classic Victorian and Edwardian Ghost Stories (642656)",304,,12,124,195,204,,"A selection of ghost stories.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_449603_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Horror & Ghost Stories"
966846,9780007456819,Hardcover,"Thelma Madine","HarperCollins Publishers",3/1/2012 12:00:00 AM,"Tales of the Gypsy Dressmaker (966846)",304,,34,156,224,534,,"Tales of the Gypsy Dressmaker is the much-anticipated memoir from Thelma Madine the dressmaker and breakaway star from Big Fat Gypsy Weddings the hottest show on TV right now.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_95954_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Memoirs"
966848,9780745949123,Paperback,"Pat Alexander","Lion Hudson Ltd",7/23/2004 12:00:00 AM,"The Lion Children's Bible (966848)",256,,16,150,210,422,,"A paperback edition of The Lion Children's Bible the top choice for 7-11s at home or at school",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_117295_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage: General Non-Fiction"
966927,9780340681787,Paperback,"Susan Jeffers","Hodder & Stoughton",1/2/1997 12:00:00 AM,"End the Struggle and Dance With Life (966927)",272,,22,109,175,150,,"This guide aims to teach how it is possible to find the lightness and calm that everyone needs to appreciate and enjoy life. A number of concepts and practical exercises that can be incorporated into daily life are provided.",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_837147_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Mind Body Spirit"
966994,9780752831848,Paperback,"Tim Brooke-Taylor","Orion Publishing Co",11/18/1999 12:00:00 AM,"The Almost Totally Complete I'm Sorry I Haven't A Clue (966994)",128,,12,198,250,440,,"Part of ""The Complete Limericks Collection"" this is a comedy programme on British radio. It is a humour title for Christmas.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_339613_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Humour"
967096,9780340931837,Paperback,"Robert Muchamore","Hachette Children's Group",2/7/2008 12:00:00 AM,"CHERUB: The Sleepwalker (967096)",336,,24,130,194,232,,"CHERUB: the number one bestselling spy thriller series for kids.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_183545_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
967138,9780140512809,Paperback,"Arthur S. Reber","Penguin Books Ltd",5/10/1995 12:00:00 AM,"The Penguin Dictionary of Psychology (967138)",912,,38,129,195,546,,"This dictionary aims to resolve some of the problems raised by psychological terms. As well as focusing on what a given technical term means the author shows how the term is actually employed its connections and how it has been used - and abused - in the past.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_41638_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Society & Social Sciences:Psychology"
967337,9780571200177,Paperback,"Elizabeth Wilson","Faber & Faber",10/4/1999 12:00:00 AM,"Jacqueline du Pre (967337)",496,,31,127,196,529,,"Authorized by du Pre's husband Daniel Barenboim this is the fullest account yet of the life of the brilliant cellist struck down in her prime by multiple sclerosis.",Paperback,Used; Good,3.80,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_300078_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Arts & Photography:Music (Books)"
1043483,9780754816553,Hardcover,"Anne Sheasby","Anness Publishing",5/31/2006 12:00:00 AM,"400 Best-ever Fat Free Low Fat Recipes (1043483)",512,,42,176,218,1475,,"Includes 400 recipes that provide a range of fat-free low-fat and low-cholesterol dishes. Every dish in this book is low in fat and cholesterol over half contain less than 5 grams of fat per serving and many have even less. There is nutritional information for every recipe so that you can see how little fat each contains.",Hardcover,Used; Good,4.23,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_341788_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
1043484,9780716021261,Paperback,"Cyril Grange","Little Brown Book Group",4/15/1982 12:00:00 AM,"The Right Way to Make Jams (1043484)",128,,10,128,196,120,,"Tells you all you need to know to produce delicious home made jams.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_318811_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
1043577,9780099581062,Paperback,"Jean Plaidy","",7/6/2006 12:00:00 AM,"[Queen Jezebel] [by: Jean Plaidy] (1043577)",0,,36,112,176,260,,,Paperback,Used; Good,3.49,1,,"General",""
1043612,9780399523861,Paperback,"Carol Stock Kranowitz","Penguin Putnam Inc",6/25/1998 12:00:00 AM,"The Out of Sync Child (1043612)",322,,25,129,200,295,,,Paperback,Used; Good,3.49,1,,"Non-fiction","Health Family & Lifestyle:Family & Health"
1043637,9780722183977,Paperback,"Derek Tangye","Little Brown Book Group",1/1/1988 12:00:00 AM,"A Cornish Summer (1043637)",159,,16,104,174,102,,,Paperback,Used; Good,3.49,3,,"Non-fiction","Sports Hobbies & Games:Natural History"
1043722,9780006551355,Paperback,"Catherine Clement","HarperCollins Publishers",1/1/2000 12:00:00 AM,"Theo's Odyssey (1043722)",592,,37,129,202,400,,"Theo is 14 and loves computer games and the Greek myths. His parents love him and want him to choose his own life and faith. But when he falls ill his rich aunt Martha decides they must roam the world to find a cure for his malaise. Theo is shown the depths of faith that exist in other cultures.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_211803_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
823809,9780553812954,Paperback,"Surya Das","Transworld Publishers Ltd",2/1/2000 12:00:00 AM,"Awakening To The Sacred (823809)",448,,27,127,195,305,,"This guide integrates essential Buddhist beliefs with a variety of spiritual philosophies to show the reader how to create a personalized spiritual practice based on their own individual beliefs aspirations and needs.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_290129_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Mind Body Spirit"
823881,9780007326914,Hardcover,"Dean Koontz","HarperCollins Publishers",1/6/2011 12:00:00 AM,"What the Night Knows (823881)",464,,43,157,236,746,,"<p>  Evil never dies...</p>            <p>  The stunning new thriller from the bestselling author of Velocity and Breathless.</p>  ",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_71419_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
823884,9781840187052,Paperback,"Lorne Rubenstein","Mainstream Publishing",3/20/2003 12:00:00 AM,"A Season in Dornoch (823884)",256,,26,124,198,186,,"In 1977 Rubenstein an avid golfer travelled to Dornoch in the Highlands. He sought to uncover an authentic sense of self and turned to a place where golf was purest. The experience had a profound effect on him. Twenty-three years later in 2000 he returned to Dornoch to spend an entire summer.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_400211_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
823964,9780099810902,Paperback,"Robert Asprin","Little Brown Book Group",11/7/1991 12:00:00 AM,"Myth-nomers and Im-pervections (823964)",200,,18,110,174,117,,"Follows the story of Skeeve the great magician who pursues the cold-blooded demon Aahz to the planet Perv where low-life villains cruise hi-rise streets and a mad axeman wanders free. The author is also editor of the bestselling shared-world series ""Thieves' World"".",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_5366_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Fantasy"
824007,9781846685262,Paperback,"Alan Bennett","Profile Books Ltd",3/1/2012 12:00:00 AM,"Smut (824007)",208,,16,110,176,138,,"Mrs Donaldson is a conventional middle-class woman beached on the shores of widowhood after a marriage that had been much like many others: happy to begin with then satisfactory and finally dull. But when she decides to take in two lodgers her mundane life becomes much more stimulating.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_425733_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
824075,9781409102465,Paperback,"Lesley Lokko","Orion Publishing Co",3/1/2012 12:00:00 AM,"A Private Affair (824075)",560,,47,130,196,380,,"No matter who you are love comes at a price...",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_682509_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963427,9780330484541,Hardcover,"Dave Eggers","Pan Macmillan",7/21/2000 12:00:00 AM,"A Heartbreaking Work of Staggering Genius (963427)",395,,40,158,236,710,,"This is the default conversion keynote text and should be changed.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_201191_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
963465,9780753823743,Paperback,"Katharine McMahon","Orion Publishing Co",12/27/2007 12:00:00 AM,"The Rose Of Sebastopol (963465)",416,,28,128,194,290,,"The Ukraine Russia and the Crimea are taking centre stage in the world today but this spellbinding story of courage and love (by Katharine McMahon author of <i>  Season of Light</i>  ) takes us back to the original Crimean war. Like Philippa Gregory and Bernard Cornwell the author has woven a stunning story into a backdrop of historical fact that both teaches and entertains.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_259752_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963491,9780385614443,Hardcover,"Jacqueline Wilson","Penguin Random House Children's UK",10/8/2009 12:00:00 AM,"Hetty Feather (963491)",400,,33,154,218,534,,"London 1876 and Hetty Feather is just a tiny baby when her mother leaves her at the Foundling Hospital. The Hospital cares for abandoned children - but Hetty must first live with a foster family until she is big enough to go to school.",Hardcover,Used; Good,3.49,6,http://choicetextileimages.blob.core.windows.net/img-1/stand_204493_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
963551,9780753504673,Mass Market Paperback,"Davies B.E.M. Barry","Ebury Publishing",5/4/2000 12:00:00 AM,"Heroes Of The SASForces Regiment (963551)",272,,30,106,175,1,,"Details the personal stories of men who have through their personal valour and devotion to duty left their mark on the history of the British Army's elite Special Forces regiment. The book spans the period from North Africa during World War II to the recent war in former Yugoslavia.",Mass Market Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_350438_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Society & Social Sciences:Warfare & Defence"
963636,9780330352949,Paperback,"Patrick McCabe","Pan Macmillan",3/12/1999 12:00:00 AM,"Breakfast on Pluto (963636)",208,,14,130,192,140,,"Originally published in 1998. Paddy Pussy is a juvenile transvestite from the small town of Tyreelin. A question is raised whether he is just a transvestite who longs to settle down in a loving relationship or whether he is a cunningly disguised IRA bomber ready to wreak destruction and death.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_262195_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963650,9780099525387,Paperback,"James Patterson","Cornerstone",3/31/2011 12:00:00 AM,"9th Judgement (963650)",464,,34,130,194,319,,"A young mother and her infant child are ruthlessly gunned down while returning to their car in the garage of a shopping mall. There are no witnesses and Detective Lindsay Boxer is left with only one shred of evidence: a cryptic message scrawled across the windshield in blood-red lipstick.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_226754_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
963686,9780304352593,Paperback,"W. Stanley Moss","Orion Publishing Co",3/4/2004 12:00:00 AM,"Ill Met By Moonlight (963686)",200,,18,128,198,190,,"A great adventure story from World War 11 the kidnapping of a German General from occupied Crete by two British officers and Cretan partisans  which was made into a classic film.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_843063_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:True Stories"
966786,9780747277521,Paperback,"Martina Cole","Headline Publishing Group",11/2/2000 12:00:00 AM,"Broken (966786)",480,,42,158,228,710,,"Who would abandon a child in a stretch of woodland? Or at the top of a derelict building? DI Kate Burrows is sure there's a connection between similar incidents and when one child dies she know's she's in a race against time to stop a ruthless killer.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_107779_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
966882,9780751536607,Paperback,"Elizabeth Chadwick","Little Brown Book Group",7/3/2006 12:00:00 AM,"The Greatest Knight (966882)",560,,40,126,202,390,,"A spellbinding story about forgotten hero William Marshal from acclaimed novelist Elizabeth Chadwick.",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_622654_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Historical Fiction"
966889,9780140431247,Paperback,"Thomas Hardy","Penguin Books Ltd",10/25/1979 12:00:00 AM,"The Distracted Preacher and Other Tales (966889)",368,,38,131,195,269,,,Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_235426_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Classic Fiction (Pre C 1945)"
966901,9780593067918,Hardcover,"Kate McCann","Transworld Publishers Ltd",5/12/2011 12:00:00 AM,"Madeleine Our daughter s disappearance and the continuing search (966901)",400,,38,156,236,692,,"Presents the authors' personal account of the disappearance and continuing search for their daughter.",Hardcover,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_92694_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
966939,9781843092155,Paperback,"Emily Kelly","Anness Publishing",4/26/2003 12:00:00 AM,"Commonsense Pilates (966939)",96,,8,228,296,499,,,Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_422414_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
966953,9780563384304,Hardcover,"Delia Smith","Ebury Publishing",10/12/1998 12:00:00 AM,"Delia's How To Cook: Book One (966953)",240,,22,222,281,1187,,"Delia's How to Cook is a simple-to-follow cookery course for people of all ages and abilities. With her unique powers of communication Delia removes the fear and mystique from cooking both the simplest and quickest  and the more advanced  dishes with these essential tools of the trade.",Hardcover,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_17002_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
966996,9780007318544,Hardcover,"Gok Wan","HarperCollins Publishers",10/1/2009 12:00:00 AM,"Work Your Wardrobe (966996)",288,,24,198,232,1080,,"Style supremo and every woman's best friend Gok Wan knows how important it is for a woman to look and feel her best. In his fantastic new style bible Gok breathes new life into your existing wardrobe showing you how to transform the basics we all have into a fabulous new look. You will love your look without breaking the bank balance.",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_200361_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Lifestyle & Personal Style Guides"
